timestamp,source_id,type,value,unit
1780359017,sensor_temp_01,temperatura,27.71,Celsius
1780359022,sensor_ar_01,qualidade_ar,1159.39,ppm
1780359022,sensor_temp_01,temperatura,30.25,Celsius
1780359027,sensor_ar_01,qualidade_ar,1387.63,ppm
1780359027,sensor_temp_01,temperatura,32.24,Celsius
1780359032,sensor_ar_01,qualidade_ar,808.46,ppm
1780359032,sensor_temp_01,temperatura,22.08,Celsius
1780359037,sensor_ar_01,qualidade_ar,1330.14,ppm
1780359037,sensor_temp_01,temperatura,23.19,Celsius
1780359042,sensor_ar_01,qualidade_ar,707.44,ppm
1780359042,sensor_temp_01,temperatura,32.28,Celsius
1780359047,sensor_ar_01,qualidade_ar,435.62,ppm
1780359047,sensor_temp_01,temperatura,20.89,Celsius
1780359052,sensor_ar_01,qualidade_ar,460.08,ppm
1780359052,sensor_temp_01,temperatura,30.84,Celsius
1780359057,sensor_ar_01,qualidade_ar,1050.45,ppm
1780359057,sensor_temp_01,temperatura,32.21,Celsius
1780359062,sensor_ar_01,qualidade_ar,504.04,ppm
1780359062,sensor_temp_01,temperatura,25.47,Celsius
1780359067,sensor_ar_01,qualidade_ar,1494.39,ppm
1780359067,sensor_temp_01,temperatura,21.95,Celsius
1780359072,sensor_ar_01,qualidade_ar,1490.0,ppm
1780359072,sensor_temp_01,temperatura,26.42,Celsius
1780359077,sensor_ar_01,qualidade_ar,592.7,ppm
1780359077,sensor_temp_01,temperatura,32.2,Celsius
1780359082,sensor_ar_01,qualidade_ar,1357.78,ppm
1780359082,sensor_temp_01,temperatura,25.36,Celsius
1780359087,sensor_ar_01,qualidade_ar,890.74,ppm
1780359087,sensor_temp_01,temperatura,30.42,Celsius
1780359092,sensor_ar_01,qualidade_ar,759.3,ppm
1780359092,sensor_temp_01,temperatura,32.88,Celsius
1780359097,sensor_ar_01,qualidade_ar,686.87,ppm
1780359097,sensor_temp_01,temperatura,34.05,Celsius
1780359102,sensor_ar_01,qualidade_ar,632.6,ppm
1780359102,sensor_temp_01,temperatura,22.19,Celsius
1780359107,sensor_ar_01,qualidade_ar,1417.82,ppm
1780359107,sensor_temp_01,temperatura,21.91,Celsius
1780359112,sensor_ar_01,qualidade_ar,1307.08,ppm
1780359112,sensor_temp_01,temperatura,22.28,Celsius
1780359117,sensor_ar_01,qualidade_ar,1374.66,ppm
1780359117,sensor_temp_01,temperatura,31.85,Celsius
1780359122,sensor_ar_01,qualidade_ar,704.01,ppm
1780359122,sensor_temp_01,temperatura,30.59,Celsius
1780359127,sensor_ar_01,qualidade_ar,561.88,ppm
1780359127,sensor_temp_01,temperatura,27.85,Celsius
1780359132,sensor_ar_01,qualidade_ar,553.98,ppm
1780359132,sensor_temp_01,temperatura,26.46,Celsius
1780359137,sensor_ar_01,qualidade_ar,908.82,ppm
1780359137,sensor_temp_01,temperatura,26.94,Celsius
1780359142,sensor_ar_01,qualidade_ar,546.56,ppm
1780359142,sensor_temp_01,temperatura,26.21,Celsius
1780359147,sensor_ar_01,qualidade_ar,1103.79,ppm
1780359147,sensor_temp_01,temperatura,29.61,Celsius
1780359152,sensor_ar_01,qualidade_ar,655.95,ppm
1780359152,sensor_temp_01,temperatura,22.82,Celsius
1780359157,sensor_ar_01,qualidade_ar,613.24,ppm
1780359157,sensor_temp_01,temperatura,25.14,Celsius
1780359162,sensor_ar_01,qualidade_ar,575.97,ppm
1780359162,sensor_temp_01,temperatura,30.39,Celsius
1780360093,sensor_temp_01,temperatura,29.38,Celsius
1780360093,sensor_ar_01,qualidade_ar,729.14,ppm
1780360098,sensor_temp_01,temperatura,34.71,Celsius
1780360098,sensor_ar_01,qualidade_ar,642.43,ppm
1780360103,sensor_temp_01,temperatura,21.54,Celsius
1780360103,sensor_ar_01,qualidade_ar,876.24,ppm
1780360108,sensor_ar_01,qualidade_ar,1079.18,ppm
1780360108,sensor_temp_01,temperatura,23.25,Celsius
1780360113,sensor_ar_01,qualidade_ar,1188.77,ppm
1780360113,sensor_temp_01,temperatura,25.07,Celsius
1780360118,sensor_ar_01,qualidade_ar,1307.84,ppm
1780360118,sensor_temp_01,temperatura,21.62,Celsius
1780360123,sensor_ar_01,qualidade_ar,1254.93,ppm
1780360123,sensor_temp_01,temperatura,25.86,Celsius
1780360128,sensor_ar_01,qualidade_ar,517.48,ppm
1780360128,sensor_temp_01,temperatura,30.39,Celsius
1780360133,sensor_ar_01,qualidade_ar,912.68,ppm
1780360133,sensor_temp_01,temperatura,33.74,Celsius
1780360138,sensor_ar_01,qualidade_ar,1279.43,ppm
1780360138,sensor_temp_01,temperatura,27.15,Celsius
1780360143,sensor_ar_01,qualidade_ar,412.02,ppm
1780360143,sensor_temp_01,temperatura,24.27,Celsius
1780360148,sensor_ar_01,qualidade_ar,701.59,ppm
1780360148,sensor_temp_01,temperatura,23.66,Celsius
1780360153,sensor_ar_01,qualidade_ar,1051.7,ppm
1780360153,sensor_temp_01,temperatura,24.3,Celsius
1780360158,sensor_ar_01,qualidade_ar,1438.39,ppm
1780360158,sensor_temp_01,temperatura,32.9,Celsius
1780360163,sensor_ar_01,qualidade_ar,973.48,ppm
1780360163,sensor_temp_01,temperatura,34.41,Celsius
1780360168,sensor_ar_01,qualidade_ar,476.56,ppm
1780360168,sensor_temp_01,temperatura,27.25,Celsius
1780360173,sensor_ar_01,qualidade_ar,424.07,ppm
1780360173,sensor_temp_01,temperatura,22.22,Celsius
1780360178,sensor_ar_01,qualidade_ar,776.42,ppm
1780360178,sensor_temp_01,temperatura,33.54,Celsius
1780360183,sensor_ar_01,qualidade_ar,1146.84,ppm
1780360183,sensor_temp_01,temperatura,24.96,Celsius
1780360188,sensor_ar_01,qualidade_ar,892.67,ppm
1780360188,sensor_temp_01,temperatura,31.09,Celsius
1780360193,sensor_ar_01,qualidade_ar,1276.57,ppm
1780360193,sensor_temp_01,temperatura,23.93,Celsius
1780360198,sensor_ar_01,qualidade_ar,1229.33,ppm
1780360198,sensor_temp_01,temperatura,21.62,Celsius
1780360203,sensor_ar_01,qualidade_ar,558.4,ppm
1780360203,sensor_temp_01,temperatura,25.45,Celsius
1780360208,sensor_ar_01,qualidade_ar,1089.51,ppm
1780360208,sensor_temp_01,temperatura,34.38,Celsius
1780360213,sensor_ar_01,qualidade_ar,1151.76,ppm
1780360213,sensor_temp_01,temperatura,26.19,Celsius
1780360218,sensor_ar_01,qualidade_ar,675.23,ppm
1780360218,sensor_temp_01,temperatura,24.72,Celsius
1780360223,sensor_ar_01,qualidade_ar,609.61,ppm
1780360223,sensor_temp_01,temperatura,32.47,Celsius
1780360228,sensor_ar_01,qualidade_ar,965.28,ppm
1780360228,sensor_temp_01,temperatura,25.07,Celsius
1780360683,sensor_temp_01,temperatura,27.27,Celsius
1780360683,sensor_ar_01,qualidade_ar,1148.7,ppm
1780360688,sensor_ar_01,qualidade_ar,1122.22,ppm
1780360688,sensor_temp_01,temperatura,21.31,Celsius
1780360693,sensor_ar_01,qualidade_ar,605.36,ppm
1780360693,sensor_temp_01,temperatura,33.77,Celsius
1780360698,sensor_ar_01,qualidade_ar,792.51,ppm
1780360698,sensor_temp_01,temperatura,34.76,Celsius
1780360703,sensor_ar_01,qualidade_ar,1007.85,ppm
1780360703,sensor_temp_01,temperatura,29.65,Celsius
1780360708,sensor_ar_01,qualidade_ar,1094.01,ppm
1780360708,sensor_temp_01,temperatura,33.88,Celsius
1780360713,sensor_ar_01,qualidade_ar,1089.22,ppm
1780360713,sensor_temp_01,temperatura,32.48,Celsius
1780360718,sensor_ar_01,qualidade_ar,939.1,ppm
1780360718,sensor_temp_01,temperatura,20.28,Celsius
1780360723,sensor_ar_01,qualidade_ar,1159.75,ppm
1780360723,sensor_temp_01,temperatura,22.99,Celsius
1780360728,sensor_ar_01,qualidade_ar,699.59,ppm
1780360728,sensor_temp_01,temperatura,28.73,Celsius
1780360733,sensor_ar_01,qualidade_ar,1449.25,ppm
1780360733,sensor_temp_01,temperatura,34.33,Celsius
1780360738,sensor_ar_01,qualidade_ar,708.04,ppm
1780360738,sensor_temp_01,temperatura,24.33,Celsius
1780360743,sensor_ar_01,qualidade_ar,1483.14,ppm
1780360743,sensor_temp_01,temperatura,25.02,Celsius
1780360748,sensor_ar_01,qualidade_ar,421.52,ppm
1780360748,sensor_temp_01,temperatura,24.73,Celsius
1780360753,poste_01,poste_iluminacao,100.0,%
1780360753,sensor_ar_01,qualidade_ar,1005.67,ppm
1780360753,sensor_temp_01,temperatura,22.61,Celsius
1780360758,sensor_ar_01,qualidade_ar,1079.35,ppm
1780360758,sensor_temp_01,temperatura,20.44,Celsius
1780360763,poste_01,poste_iluminacao,100.0,%
1780360763,sensor_ar_01,qualidade_ar,608.27,ppm
1780360763,sensor_temp_01,temperatura,24.46,Celsius
1780360768,sensor_ar_01,qualidade_ar,931.61,ppm
1780360768,sensor_temp_01,temperatura,30.32,Celsius
1780360773,poste_01,poste_iluminacao,100.0,%
1780360773,sensor_ar_01,qualidade_ar,687.99,ppm
1780360773,sensor_temp_01,temperatura,34.32,Celsius
1780360778,sensor_ar_01,qualidade_ar,563.05,ppm
1780360778,sensor_temp_01,temperatura,26.39,Celsius
1780360783,poste_01,poste_iluminacao,100.0,%
1780360783,sensor_ar_01,qualidade_ar,1250.42,ppm
1780360783,sensor_temp_01,temperatura,28.39,Celsius
1780360788,sensor_ar_01,qualidade_ar,1204.94,ppm
1780360788,sensor_temp_01,temperatura,33.51,Celsius
1780360793,poste_01,poste_iluminacao,100.0,%
1780360793,sensor_ar_01,qualidade_ar,721.1,ppm
1780360793,sensor_temp_01,temperatura,28.3,Celsius
1780360798,sensor_ar_01,qualidade_ar,887.45,ppm
1780360798,sensor_temp_01,temperatura,34.03,Celsius
1780360803,poste_01,poste_iluminacao,100.0,%
1780360803,sensor_ar_01,qualidade_ar,920.91,ppm
1780360803,sensor_temp_01,temperatura,25.58,Celsius
1780360808,sensor_ar_01,qualidade_ar,508.86,ppm
1780360808,sensor_temp_01,temperatura,32.16,Celsius
1780360813,poste_01,poste_iluminacao,100.0,%
1780360813,sensor_ar_01,qualidade_ar,1293.58,ppm
1780360813,sensor_temp_01,temperatura,20.17,Celsius
1780360818,sensor_ar_01,qualidade_ar,766.87,ppm
1780360818,sensor_temp_01,temperatura,21.03,Celsius
1780360823,poste_01,poste_iluminacao,100.0,%
1780360823,sensor_ar_01,qualidade_ar,1011.24,ppm
1780360823,sensor_temp_01,temperatura,31.21,Celsius
1780360828,sensor_ar_01,qualidade_ar,852.67,ppm
1780360828,sensor_temp_01,temperatura,22.55,Celsius
1780360833,poste_01,poste_iluminacao,100.0,%
1780360833,sensor_ar_01,qualidade_ar,478.32,ppm
1780360833,sensor_temp_01,temperatura,34.82,Celsius
1780360838,sensor_ar_01,qualidade_ar,953.36,ppm
1780360838,sensor_temp_01,temperatura,28.42,Celsius
1780360843,poste_01,poste_iluminacao,100.0,%
1780360843,sensor_ar_01,qualidade_ar,699.23,ppm
1780360843,sensor_temp_01,temperatura,28.87,Celsius
1780360848,sensor_ar_01,qualidade_ar,487.55,ppm
1780360848,sensor_temp_01,temperatura,27.35,Celsius
1780360853,poste_01,poste_iluminacao,100.0,%
1780360853,sensor_ar_01,qualidade_ar,853.37,ppm
1780360853,sensor_temp_01,temperatura,30.14,Celsius
1780360858,sensor_ar_01,qualidade_ar,1116.05,ppm
1780360858,sensor_temp_01,temperatura,24.12,Celsius
1780360863,poste_01,poste_iluminacao,100.0,%
1780360863,sensor_ar_01,qualidade_ar,1339.68,ppm
1780360863,sensor_temp_01,temperatura,27.9,Celsius
1780360868,sensor_ar_01,qualidade_ar,815.44,ppm
1780360868,sensor_temp_01,temperatura,32.64,Celsius
1780360873,poste_01,poste_iluminacao,100.0,%
1780360873,sensor_ar_01,qualidade_ar,1173.03,ppm
1780360873,sensor_temp_01,temperatura,32.04,Celsius
1780360878,sensor_ar_01,qualidade_ar,742.62,ppm
1780360878,sensor_temp_01,temperatura,28.65,Celsius
1780360883,poste_01,poste_iluminacao,100.0,%
1780360883,sensor_ar_01,qualidade_ar,650.41,ppm
1780360883,sensor_temp_01,temperatura,27.47,Celsius
1780360888,sensor_ar_01,qualidade_ar,874.86,ppm
1780360888,sensor_temp_01,temperatura,20.32,Celsius
1780361787,sensor_ar_01,qualidade_ar,1057.54,ppm
1780361787,sensor_temp_01,temperatura,30.42,Celsius
1780361792,sensor_ar_01,qualidade_ar,1099.67,ppm
1780361792,sensor_temp_01,temperatura,30.01,Celsius
1780361797,sensor_ar_01,qualidade_ar,995.53,ppm
1780361797,sensor_temp_01,temperatura,26.59,Celsius
1780361802,sensor_ar_01,qualidade_ar,950.47,ppm
1780361802,sensor_temp_01,temperatura,32.39,Celsius
1780361807,sensor_ar_01,qualidade_ar,1098.6,ppm
1780361807,sensor_temp_01,temperatura,25.67,Celsius
1780361812,sensor_ar_01,qualidade_ar,745.44,ppm
1780361812,sensor_temp_01,temperatura,20.48,Celsius
1780361817,sensor_ar_01,qualidade_ar,830.74,ppm
1780361817,sensor_temp_01,temperatura,22.42,Celsius
1780361822,sensor_ar_01,qualidade_ar,741.06,ppm
1780361822,sensor_temp_01,temperatura,22.0,Celsius
1780361827,sensor_ar_01,qualidade_ar,477.83,ppm
1780361827,sensor_temp_01,temperatura,23.27,Celsius
1780361832,sensor_ar_01,qualidade_ar,1158.33,ppm
1780361832,sensor_temp_01,temperatura,28.34,Celsius
1780361837,sensor_ar_01,qualidade_ar,405.85,ppm
1780361837,sensor_temp_01,temperatura,34.16,Celsius
1780361842,sensor_ar_01,qualidade_ar,484.52,ppm
1780361842,sensor_temp_01,temperatura,24.92,Celsius
1780361847,sensor_ar_01,qualidade_ar,1170.71,ppm
1780361847,sensor_temp_01,temperatura,33.2,Celsius
1780361852,sensor_ar_01,qualidade_ar,1310.25,ppm
1780361852,sensor_temp_01,temperatura,34.44,Celsius
1780361857,sensor_ar_01,qualidade_ar,1008.46,ppm
1780361857,sensor_temp_01,temperatura,32.99,Celsius
1780361862,sensor_ar_01,qualidade_ar,1401.92,ppm
1780361862,sensor_temp_01,temperatura,27.35,Celsius
1780361867,sensor_ar_01,qualidade_ar,526.29,ppm
1780361867,sensor_temp_01,temperatura,34.62,Celsius
1780361872,sensor_ar_01,qualidade_ar,1050.92,ppm
1780361872,sensor_temp_01,temperatura,25.33,Celsius
1780361877,sensor_ar_01,qualidade_ar,565.03,ppm
1780361877,sensor_temp_01,temperatura,32.66,Celsius
1780361882,sensor_ar_01,qualidade_ar,971.31,ppm
1780361882,sensor_temp_01,temperatura,22.69,Celsius
1780361887,sensor_ar_01,qualidade_ar,887.86,ppm
1780361887,sensor_temp_01,temperatura,33.1,Celsius
1780361892,sensor_ar_01,qualidade_ar,1246.02,ppm
1780361892,sensor_temp_01,temperatura,34.29,Celsius
1780361897,sensor_ar_01,qualidade_ar,875.42,ppm
1780361897,sensor_temp_01,temperatura,20.38,Celsius
1780361902,sensor_ar_01,qualidade_ar,472.55,ppm
1780361902,sensor_temp_01,temperatura,28.61,Celsius
1780361907,sensor_ar_01,qualidade_ar,950.37,ppm
1780361907,sensor_temp_01,temperatura,34.66,Celsius
1780361912,sensor_ar_01,qualidade_ar,858.49,ppm
1780361912,sensor_temp_01,temperatura,33.62,Celsius
1780361917,sensor_ar_01,qualidade_ar,484.6,ppm
1780361917,sensor_temp_01,temperatura,31.11,Celsius
1780361922,sensor_ar_01,qualidade_ar,473.88,ppm
1780361922,sensor_temp_01,temperatura,28.71,Celsius
1780361927,sensor_ar_01,qualidade_ar,725.62,ppm
1780361927,sensor_temp_01,temperatura,34.95,Celsius
1780361932,sensor_ar_01,qualidade_ar,1023.34,ppm
1780361932,sensor_temp_01,temperatura,23.33,Celsius
1780361937,sensor_ar_01,qualidade_ar,804.37,ppm
1780361937,sensor_temp_01,temperatura,26.26,Celsius
1780361942,sensor_ar_01,qualidade_ar,911.98,ppm
1780361942,sensor_temp_01,temperatura,23.23,Celsius
1780361947,sensor_temp_01,temperatura,33.75,Celsius
1780361947,sensor_ar_01,qualidade_ar,1377.45,ppm
1780361952,sensor_temp_01,temperatura,34.65,Celsius
1780361952,sensor_ar_01,qualidade_ar,1081.88,ppm
1780361957,sensor_temp_01,temperatura,29.23,Celsius
1780361957,sensor_ar_01,qualidade_ar,579.63,ppm
1780361962,sensor_temp_01,temperatura,22.79,Celsius
1780361962,sensor_ar_01,qualidade_ar,970.02,ppm
1780361967,sensor_temp_01,temperatura,26.61,Celsius
1780361967,sensor_ar_01,qualidade_ar,1063.09,ppm
1780361972,sensor_temp_01,temperatura,22.87,Celsius
1780361972,sensor_ar_01,qualidade_ar,948.61,ppm
1780361977,sensor_temp_01,temperatura,26.38,Celsius
1780361977,sensor_ar_01,qualidade_ar,750.18,ppm
1780361982,sensor_temp_01,temperatura,23.33,Celsius
1780361982,sensor_ar_01,qualidade_ar,1493.34,ppm
1780361987,poste_01,poste_iluminacao,50.0,%
1780361987,camera_01,camera,1.0,frame
1780361987,sensor_temp_01,temperatura,20.38,Celsius
1780361987,sensor_ar_01,qualidade_ar,1415.56,ppm
1780361992,camera_01,camera,1.0,frame
1780361992,sensor_temp_01,temperatura,24.3,Celsius
1780361992,sensor_ar_01,qualidade_ar,670.83,ppm
1780361997,poste_01,poste_iluminacao,50.0,%
1780361997,camera_01,camera,1.0,frame
1780361997,sensor_temp_01,temperatura,25.61,Celsius
1780361997,sensor_ar_01,qualidade_ar,1419.1,ppm
1780362002,sensor_temp_01,temperatura,25.75,Celsius
1780362002,sensor_ar_01,qualidade_ar,1270.17,ppm
1780362007,poste_01,poste_iluminacao,50.0,%
1780362007,sensor_temp_01,temperatura,27.34,Celsius
1780362007,sensor_ar_01,qualidade_ar,913.27,ppm
1780362012,sensor_temp_01,temperatura,21.01,Celsius
1780362012,sensor_ar_01,qualidade_ar,1023.89,ppm
1780362017,poste_01,poste_iluminacao,50.0,%
1780362017,sensor_temp_01,temperatura,20.57,Celsius
1780362017,sensor_ar_01,qualidade_ar,1269.35,ppm
1780362022,sensor_temp_01,temperatura,31.52,Celsius
1780362022,sensor_ar_01,qualidade_ar,947.19,ppm
1780362027,poste_01,poste_iluminacao,50.0,%
1780362027,sensor_temp_01,temperatura,24.27,Celsius
1780362027,sensor_ar_01,qualidade_ar,989.56,ppm
1780362032,sensor_temp_01,temperatura,23.19,Celsius
1780362032,sensor_ar_01,qualidade_ar,1051.62,ppm
1780362037,poste_01,poste_iluminacao,50.0,%
1780362037,sensor_temp_01,temperatura,27.39,Celsius
1780362037,sensor_ar_01,qualidade_ar,926.51,ppm
1780362042,sensor_temp_01,temperatura,26.93,Celsius
1780362042,sensor_ar_01,qualidade_ar,859.03,ppm
1780362047,poste_01,poste_iluminacao,50.0,%
1780362047,sensor_temp_01,temperatura,28.69,Celsius
1780362047,sensor_ar_01,qualidade_ar,1312.2,ppm
1780362052,sensor_temp_01,temperatura,21.46,Celsius
1780362052,sensor_ar_01,qualidade_ar,755.79,ppm
1780362057,poste_01,poste_iluminacao,50.0,%
1780362057,sensor_temp_01,temperatura,21.9,Celsius
1780362057,sensor_ar_01,qualidade_ar,1024.65,ppm
1780362062,sensor_temp_01,temperatura,33.12,Celsius
1780362062,sensor_ar_01,qualidade_ar,1321.95,ppm
1780362067,poste_01,poste_iluminacao,50.0,%
1780362067,sensor_temp_01,temperatura,32.83,Celsius
1780362067,sensor_ar_01,qualidade_ar,447.29,ppm
1780362072,sensor_temp_01,temperatura,30.15,Celsius
1780362072,sensor_ar_01,qualidade_ar,927.51,ppm
1780362077,poste_01,poste_iluminacao,50.0,%
1780362077,sensor_temp_01,temperatura,32.77,Celsius
1780362077,sensor_ar_01,qualidade_ar,629.97,ppm
1780362082,sensor_temp_01,temperatura,25.3,Celsius
1780362082,sensor_ar_01,qualidade_ar,710.46,ppm
1780363106,sensor_ar_01,qualidade_ar,1486.47,ppm
1780363106,sensor_temp_01,temperatura,33.1,Celsius
1780363111,sensor_ar_01,qualidade_ar,1324.25,ppm
1780363111,sensor_temp_01,temperatura,24.5,Celsius
1780363224,sensor_ar_01,qualidade_ar,1045.92,ppm
1780363224,sensor_temp_01,temperatura,34.23,Celsius
1780363229,sensor_ar_01,qualidade_ar,1074.17,ppm
1780363229,sensor_temp_01,temperatura,31.26,Celsius
1780363234,sensor_ar_01,qualidade_ar,913.77,ppm
1780363234,sensor_temp_01,temperatura,28.15,Celsius
1780363239,sensor_ar_01,qualidade_ar,545.34,ppm
1780363239,sensor_temp_01,temperatura,24.19,Celsius
1780363244,sensor_ar_01,qualidade_ar,404.78,ppm
1780363244,sensor_temp_01,temperatura,30.62,Celsius
1780363249,sensor_ar_01,qualidade_ar,584.2,ppm
1780363249,sensor_temp_01,temperatura,32.22,Celsius
1780363254,sensor_ar_01,qualidade_ar,766.1,ppm
1780363254,sensor_temp_01,temperatura,29.55,Celsius
1780363259,sensor_ar_01,qualidade_ar,1173.4,ppm
1780363259,sensor_temp_01,temperatura,23.13,Celsius
1780363264,sensor_ar_01,qualidade_ar,1286.68,ppm
1780363264,sensor_temp_01,temperatura,23.7,Celsius
1780363269,sensor_ar_01,qualidade_ar,671.1,ppm
1780363269,sensor_temp_01,temperatura,30.66,Celsius
1780363274,sensor_ar_01,qualidade_ar,474.11,ppm
1780363274,sensor_temp_01,temperatura,23.65,Celsius
1780363279,sensor_ar_01,qualidade_ar,1411.71,ppm
1780363279,sensor_temp_01,temperatura,26.13,Celsius
1780363284,sensor_ar_01,qualidade_ar,1154.76,ppm
1780363284,sensor_temp_01,temperatura,34.45,Celsius
1780363289,sensor_ar_01,qualidade_ar,730.81,ppm
1780363289,sensor_temp_01,temperatura,26.92,Celsius
1780363294,sensor_ar_01,qualidade_ar,1376.65,ppm
1780363294,sensor_temp_01,temperatura,21.82,Celsius
1780363299,sensor_ar_01,qualidade_ar,443.36,ppm
1780363299,sensor_temp_01,temperatura,32.6,Celsius
1780363304,sensor_ar_01,qualidade_ar,1118.51,ppm
1780363304,sensor_temp_01,temperatura,27.6,Celsius
1780363309,sensor_ar_01,qualidade_ar,1066.84,ppm
1780363309,sensor_temp_01,temperatura,26.03,Celsius
1780363314,sensor_ar_01,qualidade_ar,1226.45,ppm
1780363314,sensor_temp_01,temperatura,24.19,Celsius
1780363319,sensor_ar_01,qualidade_ar,696.23,ppm
1780363319,sensor_temp_01,temperatura,21.54,Celsius
1780363324,sensor_ar_01,qualidade_ar,1305.75,ppm
1780363324,sensor_temp_01,temperatura,23.87,Celsius
1780363329,sensor_ar_01,qualidade_ar,749.4,ppm
1780363329,sensor_temp_01,temperatura,33.65,Celsius
1780363334,sensor_ar_01,qualidade_ar,985.23,ppm
1780363334,sensor_temp_01,temperatura,29.8,Celsius
1780363339,sensor_temp_01,temperatura,32.26,Celsius
1780363339,sensor_ar_01,qualidade_ar,1336.34,ppm
1780363344,sensor_temp_01,temperatura,29.47,Celsius
1780363344,sensor_ar_01,qualidade_ar,880.46,ppm
1780363349,sensor_temp_01,temperatura,32.56,Celsius
1780363349,sensor_ar_01,qualidade_ar,706.89,ppm
1780363354,sensor_temp_01,temperatura,25.65,Celsius
1780363354,sensor_ar_01,qualidade_ar,1259.4,ppm
1780363359,sensor_temp_01,temperatura,32.14,Celsius
1780363359,sensor_ar_01,qualidade_ar,964.21,ppm
1780363364,sensor_temp_01,temperatura,21.03,Celsius
1780363364,sensor_ar_01,qualidade_ar,1443.32,ppm
1780363369,sensor_temp_01,temperatura,27.72,Celsius
1780363369,sensor_ar_01,qualidade_ar,1493.42,ppm
1780363374,sensor_temp_01,temperatura,30.49,Celsius
1780363374,sensor_ar_01,qualidade_ar,920.53,ppm
1780363379,sensor_temp_01,temperatura,33.52,Celsius
1780363379,sensor_ar_01,qualidade_ar,1040.02,ppm
1780363384,sensor_temp_01,temperatura,32.37,Celsius
1780363384,sensor_ar_01,qualidade_ar,443.26,ppm
1780363389,sensor_temp_01,temperatura,33.02,Celsius
1780363389,sensor_ar_01,qualidade_ar,1302.97,ppm
1780363394,sensor_temp_01,temperatura,31.68,Celsius
1780363394,sensor_ar_01,qualidade_ar,756.79,ppm
1780363399,sensor_temp_01,temperatura,21.98,Celsius
1780363399,sensor_ar_01,qualidade_ar,414.78,ppm
1780363404,sensor_temp_01,temperatura,29.01,Celsius
1780363404,sensor_ar_01,qualidade_ar,1417.98,ppm
1780363409,sensor_temp_01,temperatura,29.97,Celsius
1780363409,sensor_ar_01,qualidade_ar,1425.42,ppm
1780363414,sensor_temp_01,temperatura,27.16,Celsius
1780363414,sensor_ar_01,qualidade_ar,778.51,ppm
1780363419,sensor_temp_01,temperatura,33.86,Celsius
1780363419,sensor_ar_01,qualidade_ar,849.18,ppm
1780363424,sensor_temp_01,temperatura,26.04,Celsius
1780363424,sensor_ar_01,qualidade_ar,1289.58,ppm
1780363429,sensor_temp_01,temperatura,22.64,Celsius
1780363429,sensor_ar_01,qualidade_ar,644.77,ppm
1780363434,sensor_temp_01,temperatura,32.29,Celsius
1780363434,sensor_ar_01,qualidade_ar,1054.56,ppm
1780363439,sensor_temp_01,temperatura,26.89,Celsius
1780363439,sensor_ar_01,qualidade_ar,1395.4,ppm
1780363444,sensor_temp_01,temperatura,20.36,Celsius
1780363444,sensor_ar_01,qualidade_ar,1042.13,ppm
1780363449,sensor_temp_01,temperatura,20.86,Celsius
1780363449,sensor_ar_01,qualidade_ar,1279.7,ppm
1780363454,sensor_temp_01,temperatura,31.43,Celsius
